554,,,,,,,,,
1040,,1.4|-1.3|-1.0|0.2|-0.4,2.93|9.82|9.12|5.30|4.05|4.92,150.2|3.2|24.2|88.1|91.0|71.1,11|0|2|6|4|4,3.02|8.22|7.08|4.61|4.22|4.91,-0.09|1.6|2.04|0.69|-0.17|0.01,0.119|0.111|0.095|0.079|0.104|0.077,0.105|0.222|0.147|0.112|0.104|0.16
1041,,0.2|-0.1|0.1|-0.3|0.2|1.5|0.9|1.8|0.7|0.2|0.9|-0.4|1.1|0.0,5.23|4.64|5.05|43.20|3.27|2.96|3.88|2.02|3.40|4.02|3.40|5.33|2.20|3.99,115.1|85.1|62.1|1.2|11.0|70.0|67.1|49.0|39.2|15.2|45.0|25.1|45.0|47.1,15|8|0|0|0|0|0|0|0|0|0|0|0|0,4.83|4.81|4.92|12.05|4.75|4.49|3.39|3.30|4.08|4.12|4.59|5.95|4.18|5.48,0.4|-0.17|0.13|31.15|-1.48|-1.53|0.49|-1.28|-0.68|-0.1|-1.19|-0.62|-1.98|-1.49,0.114|0.136|0.152|0.133|0.059|0.102|0.139|0.15|0.14|0.162|0.112|0.145|0.136|0.112,0.096|0.116|0.12|0.133|0.078|0.071|0.085|0.098|0.087|0.059|0.08|0.077|0.076|0.082
1042,,-0.4|-0.4|0.3,6.70|12.86|3.41,49.2|7.0|29.0,1|0|3,5.29|6.05|5.55,1.41|6.81|-2.14,0.186|0.125|0.134,0.091|0.15|0.134
1043,,,,,,,,,
1044,,,,,,,,,
1045,,,,,,,,,
1046,,,,,,,,,
1047,,1.1|2.8|4.1|0.8|4.3|2.2|1.4|0.4|-0.1|2.2|4.9|1.1|3.3|-1.4|-0.3,2.38|2.91|2.82|4.00|2.62|3.91|4.47|4.40|5.89|4.52|3.92|5.02|4.27|6.73|6.86,34.0|179.2|230.0|153.0|209.1|227.2|137.0|71.2|162.0|179.1|238.2|213.1|234.0|132.1|40.2,5|27|30|24|33|34|22|11|25|28|35|32|34|24|9,2.90|2.54|3.29|3.90|3.09|3.54|3.74|4.66|5.40|4.97|4.68|4.99|5.11|6.16|6.38,-0.52|0.37|-0.47|0.1|-0.47|0.37|0.73|-0.26|0.49|-0.45|-0.76|0.03|-0.84|0.57|0.48,0.17|0.211|0.213|0.163|0.177|0.157|0.171|0.115|0.101|0.12|0.111|0.122|0.13|0.087|0.118,0.052|0.071|0.085|0.077|0.085|0.084|0.08|0.091|0.104|0.11|0.067|0.076|0.073|0.077|0.118
1048,,,,,,,,,
1049,,-0.1,13.50,1.1,0,24.80,-11.3,0.0,0.143
1050,,-0.3|0.3|0.9|0.9|0.5|0.2|-0.3|1.9|-0.3|1.6|1.2|-0.2|-0.7|-0.4,6.10|3.55|3.45|3.15|3.61|4.28|5.14|3.10|6.59|3.71|3.23|5.27|7.07|9.82,10.1|58.1|78.1|71.1|42.1|27.1|49.0|69.2|28.2|99.1|61.1|42.2|35.2|11.0,0|0|0|0|0|0|0|0|0|0|0|0|0|0,1.41|3.36|4.20|3.86|3.65|2.88|4.99|3.78|5.79|3.52|4.18|5.95|6.13|7.50,4.69|0.19|-0.75|-0.71|-0.04|1.4|0.15|-0.68|0.8|0.19|-0.95|-0.68|0.94|2.32,0.217|0.224|0.223|0.191|0.175|0.216|0.168|0.2|0.129|0.271|0.224|0.216|0.241|0.204,0.043|0.118|0.11|0.097|0.064|0.052|0.109|0.098|0.144|0.079|0.11|0.097|0.102|0.093
1051,,2.3|-1.4|2.0|-1.0|0.3|-1.2|-0.0|-0.1,3.56|5.75|2.86|4.84|2.93|4.68|4.58|4.50,187.1|76.2|135.1|109.2|15.1|115.1|17.2|8.0,31|13|22|14|1|18|3|0,4.06|4.47|3.25|4.24|5.62|4.12|4.26|3.39,-0.5|1.28|-0.39|0.6|-2.69|0.56|0.32|1.11,0.173|0.176|0.163|0.147|0.125|0.157|0.181|0.15,0.145|0.103|0.088|0.1|0.078|0.106|0.169|0.15
1052,,1.6|-0.1|1.5|-0.6|-1.4|-0.2,2.04|5.04|2.54|3.97|5.56|7.88,70.2|55.1|71.0|68.0|66.1|8.0,0|0|0|0|0|0,3.51|4.31|3.10|3.64|3.54|3.13,-1.47|0.73|-0.56|0.33|2.02|4.75,0.214|0.163|0.241|0.163|0.161|0.167,0.097|0.082|0.101|0.093|0.062|0.111
1053,,-0.0|0.1|0.6|1.2|-0.8|-0.3|1.9|0.7|2.2|0.6|0.1|0.8,5.19|4.41|3.60|5.32|7.28|5.52|2.93|3.25|3.71|4.32|4.87|2.67,8.2|85.2|40.0|177.2|29.2|31.0|92.0|72.0|80.0|73.0|64.2|33.2,0|5|2|30|6|0|0|0|0|0|1|0,4.18|4.43|5.12|4.58|4.55|4.77|2.68|3.07|2.97|3.03|3.74|3.64,1.01|-0.02|-1.52|0.74|2.73|0.75|0.25|0.18|0.74|1.29|1.13|-0.97,0.154|0.154|0.144|0.162|0.099|0.165|0.249|0.193|0.198|0.206|0.152|0.168,0.051|0.068|0.106|0.056|0.042|0.038|0.044|0.047|0.052|0.05|0.067|0.101
1054,,0.0|-0.1,2.70|7.71,3.1|9.1,0|0,4.93|5.73,-2.23|1.98,0.158|0.125,0.211|0.075
1055,,0.0|0.0|0.6|-0.2,4.58|0.00|2.63|13.50,17.2|0.2|24.0|2.2,0|0|0|0,7.06|7.55|2.47|7.63,-2.48|-7.55|0.16|5.87,0.198|0.0|0.28|0.133,0.14|0.25|0.07|0.067
1056,,,,,,,,,
1057,,,,,,,,,
1058,,-0.1|0.1,4.60|0.00,15.2|1.0,1|0,6.86|5.37,-2.26|-5.37,0.052|0.0,0.169|0.25
1059,,,,,,,,,
1060,,0.2|-0.5|0.5,1.00|4.68|0.00,9.0|77.0|9.0,1|9|1,3.67|3.88|3.64,-2.67|0.8|-3.64,0.086|0.046|0.03,0.086|0.057|0.091
1061,,,,,,,,,
1062,,,,,,,,,
1063,,0.0|0.1|-0.5|1.0|-0.5|-0.2,4.76|5.01|5.45|0.50|7.63|6.14,5.2|23.1|165.0|18.0|15.1|7.1,0|4|29|0|1|0,5.68|5.26|5.50|3.08|4.28|3.26,-0.92|-0.25|-0.05|-2.58|3.35|2.88,0.167|0.171|0.152|0.115|0.133|0.059,0.167|0.133|0.107|0.082|0.12|0.059
1064,,,,,,,,,
1065,,,,,,,,,
1066,,2.7|1.1|0.8|0.7|-0.2|1.6|0.1|1.0|4.2|0.4|1.1|1.3|-0.2|-0.4,3.31|4.04|4.13|4.10|4.26|2.95|4.33|3.04|3.22|3.71|3.16|3.12|4.70|6.28,182.0|234.0|154.2|228.1|107.2|119.0|106.0|103.2|254.1|60.2|165.1|199.1|61.1|38.2,23|28|23|34|6|7|2|0|37|9|24|27|11|2,3.84|4.35|4.10|4.36|4.35|3.66|4.38|3.24|2.98|3.99|3.33|2.91|4.99|5.79,-0.53|-0.31|0.03|-0.26|-0.09|-0.71|-0.05|-0.2|0.24|-0.28|-0.17|0.21|-0.29|0.49,0.147|0.135|0.162|0.164|0.173|0.195|0.189|0.195|0.189|0.157|0.168|0.125|0.103|0.141,0.097|0.104|0.122|0.101|0.112|0.104|0.113|0.113|0.077|0.096|0.069|0.082|0.117|0.125
1067,,2.0|-1.0|3.3|4.6|-0.1,2.25|3.59|2.71|2.64|4.28,263.2|155.1|256.0|310.0|101.0,27|19|30|36|12,2.51|2.45|2.63|2.66|3.36,-0.26|1.14|0.08|-0.02|0.92,0.087|0.098|0.093|0.085|0.067,0.076|0.07|0.072|0.069|0.067
1068,,,,,,,,,
1069,,,,,,,,,
1070,,0.5|-0.4|-0.3|3.3|0.8|1.6|1.9|0.9|-0.6|-0.2|-0.6,3.33|5.59|5.11|2.02|3.58|2.71|1.93|2.44|5.09|4.11|7.27,24.1|46.2|37.0|93.2|78.0|69.2|70.0|62.2|63.2|65.2|17.1,0|0|0|0|0|0|0|0|0|0|0,4.24|2.91|4.26|2.50|3.34|2.42|2.05|3.23|3.72|4.10|4.57,-0.91|2.68|0.85|-0.48|0.24|0.29|-0.12|-0.79|1.37|0.01|2.7,0.287|0.209|0.211|0.281|0.219|0.284|0.3|0.199|0.206|0.251|0.136,0.064|0.063|0.066|0.083|0.086|0.086|0.098|0.082|0.101|0.056|0.091
1071,,-0.2|0.7|-0.4|-0.6|1.6|1.3|2.0|0.5,4.92|3.18|3.92|6.92|3.90|3.68|2.05|3.67,113.1|85.0|57.1|13.0|115.1|120.0|105.1|54.0,10|8|1|0|9|10|7|2,4.00|3.10|4.28|4.47|3.87|4.24|3.46|4.05,0.92|0.08|-0.36|2.45|0.03|-0.56|-1.41|-0.38,0.061|0.076|0.122|0.062|0.082|0.05|0.055|0.037,0.061|0.048|0.086|0.062|0.045|0.032|0.046|0.05
1072,,,,,,,,,
1073,,0.2|1.6|0.6|0.1,3.07|1.66|3.97|2.57,14.2|70.2|183.2|14.0,0|3|25|0,2.59|3.55|4.16|4.94,0.48|-1.89|-0.19|-2.37,0.138|0.071|0.072|0.068,0.103|0.117|0.089|0.085
1074,,,,,,,,,
1075,,,,,,,,,
1076,,,,,,,,,
1077,,,,,,,,,
1078,,,,,,,,,
1079,,,,,,,,,
1080,,-0.3,9.00,6.0,0,7.35,1.65,0.156,0.25
1081,,0.4|0.3|-0.7|0.0|0.1|0.7|-0.8|-0.4,5.00|5.48|7.18|6.22|5.52|4.46|8.28|5.94,140.1|44.1|105.1|94.0|101.0|123.0|25.0|53.0,26|9|18|15|18|19|3|0,6.08|5.55|6.12|4.83|5.40|4.94|7.30|5.26,-1.08|-0.07|1.06|1.39|0.12|-0.48|0.98|0.68,0.181|0.176|0.133|0.165|0.1|0.108|0.101|0.112,0.118|0.09|0.098|0.082|0.089|0.078|0.093|0.096
1082,,,,,,,,,
1083,,,,,,,,,
1084,,-1.1|-0.1|0.3|-0.3,9.74|4.72|3.41|67.50,20.1|61.0|34.1|0.2,4|7|0|0,5.26|3.11|3.75|12.13,4.48|1.61|-0.34|55.37,0.127|0.165|0.116|0.0,0.1|0.077|0.068|0.222
1085,,,,,,,,,
1086,,,,,,,,,
1087,2015,0.6,2.31,23.1,0,5.23,-2.92,0.189,0.105
1088,,,,,,,,,
1089,,,,,,,,,
1090,,,,,,,,,
1091,,,,,,,,,
1092,,,,,,,,,
1093,,,,,,,,,
1094,,,,,,,,,
1095,,,,,,,,,
1096,,,,,,,,,
1097,,-0.1|0.3|-0.2,4.34|3.88|10.13,29.0|46.1|2.2,2|1|0,4.20|4.11|3.80,0.14|-0.23|6.33,0.11|0.153|0.133,0.087|0.042|0.133
1098,,,,,,,,,
1099,,,,,,,,,
1100,,-0.2|0.1|-0.3|0.1,7.50|4.63|7.53|4.85,12.0|35.0|14.1|13.0,0|0|0|0,7.30|5.62|6.12|6.13,0.2|-0.99|1.41|-1.28,0.169|0.263|0.116|0.161,0.246|0.145|0.072|0.107
1101,,0.4|0.2|0.2|0.1|-0.3|-0.1,3.48|3.38|3.48|7.36|40.50|13.50,54.1|8.0|31.0|11.0|1.1|0.2,4|0|0|0|1|0,2.92|5.01|4.13|4.95|27.88|3.05,0.56|-1.63|-0.65|2.41|12.62|10.45,0.223|0.152|0.261|0.246|0.077|0.0,0.076|0.121|0.09|0.115|0.231|0.0
1102,,,,,,,,,
1103,,,,,,,,,
1104,,,,,,,,,
1105,,-0.2,9.00,7.0,2,9.94,-0.94,0.237,0.184
1106,,,,,,,,,
1107,,,,,,,,,
1108,,,,,,,,,
1109,,,,,,,,,
1110,,4.3|1.3|0.9|2.4|4.8|2.9|5.0|5.3|6.0|2.7|3.6|3.9|-0.9|-1.9|3.7|-0.1,3.07|2.87|2.83|2.53|2.05|1.75|1.66|1.58|2.16|2.74|2.21|2.26|3.99|3.74|1.67|18.00,270.0|203.2|229.0|238.1|219.1|138.2|250.0|250.0|216.1|171.0|236.2|179.0|178.1|122.2|113.0|1.0,33|20|23|27|24|17|29|28|24|19|21|23|23|13|10|0,3.10|1.95|2.89|2.01|1.72|1.49|1.58|1.82|2.69|2.47|2.31|2.47|2.52|3.01|2.49|19.11,-0.03|0.92|-0.06|0.52|0.33|0.26|0.08|-0.24|-0.53|0.27|-0.1|-0.21|1.47|0.73|-0.82|-1.11,0.116|0.185|0.151|0.171|0.134|0.158|0.166|0.166|0.134|0.14|0.143|0.149|0.126|0.08|0.099|0.0,0.059|0.073|0.096|0.052|0.041|0.039|0.046|0.05|0.068|0.051|0.063|0.077|0.052|0.063|0.06|0.2
1111,,,,,,,,,
1112,,,,,,,,,
1113,,-0.5|-0.9|3.5|0.1|-0.4|-0.2|0.2|0.3|-0.7,8.44|4.90|2.89|0.00|5.67|7.36|4.35|2.16|11.40,16.0|191.0|161.2|2.0|46.0|14.2|39.1|8.1|15.0,3|32|23|0|0|1|7|0|4,3.17|5.11|3.51|1.13|5.61|8.57|3.24|3.03|4.90,5.27|-0.21|-0.62|-1.13|0.06|-1.21|1.11|-0.87|6.5,0.263|0.156|0.24|0.286|0.121|0.147|0.192|0.25|0.139,0.053|0.104|0.102|0.0|0.107|0.176|0.072|0.167|0.101
1114,,1.0|2.9|4.4|2.7|4.8|3.7|1.3|0.2|2.5|4.1|3.1|0.9|1.0|-2.5|1.3,3.51|3.60|3.03|3.35|3.78|3.86|4.17|5.86|3.83|3.10|3.97|4.81|4.88|7.38|2.78,66.2|192.1|223.0|231.1|230.2|172.1|118.2|63.0|230.1|177.0|231.1|198.1|166.0|107.1|97.0,10|31|33|34|34|25|19|12|34|26|34|32|27|19|17,3.59|3.66|3.55|2.96|3.90|3.35|3.31|4.99|4.44|2.91|4.16|5.24|5.08|7.10|4.71,-0.08|-0.06|-0.52|0.39|-0.12|0.51|0.86|0.87|-0.61|0.19|-0.19|-0.43|-0.2|0.28|-1.93,0.236|0.173|0.184|0.176|0.185|0.264|0.243|0.155|0.166|0.241|0.168|0.159|0.191|0.156|0.153,0.111|0.085|0.065|0.063|0.089|0.071|0.087|0.113|0.08|0.084|0.076|0.093|0.095|0.122|0.122
1115,,,,,,,,,
1116,,0.7|-0.3|2.3|0.7|1.1|6.2|3.1|1.9|1.0|-0.3|-1.1|0.1|0.1,1.54|3.86|4.55|6.29|5.70|3.17|4.05|3.42|4.32|4.48|5.79|4.73|4.11,11.2|11.2|201.2|199.0|225.2|247.0|222.1|228.2|227.0|124.2|115.0|45.2|15.1,2|0|28|26|29|31|28|30|32|17|19|6|0,3.37|3.43|4.58|5.17|5.24|3.60|3.93|3.58|4.03|4.84|4.40|4.80|4.29,-1.83|0.43|-0.03|1.12|0.46|-0.43|0.12|-0.16|0.29|-0.36|1.39|-0.07|-0.18,0.062|0.055|0.076|0.086|0.066|0.112|0.093|0.076|0.064|0.072|0.061|0.059|0.079,0.062|0.073|0.098|0.085|0.077|0.058|0.061|0.057|0.061|0.086|0.072|0.086|0.095
1117,,,,,,,,,
1118,,,,,,,,,
1119,,0.5|-0.4|0.3|2.5|1.2|3.3|2.3|1.0|2.0|1.2|0.2|0.3|3.4|-0.1|0.8|0.0|-0.9|-0.2,0.90|5.66|3.77|2.45|3.82|1.85|2.61|3.77|2.27|3.10|1.93|3.14|1.29|4.50|3.52|4.67|5.73|5.68,10.0|47.2|14.1|73.1|68.1|78.0|76.0|76.1|67.1|49.1|9.1|14.1|69.2|30.0|38.1|17.1|33.0|6.1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1.83|5.58|3.45|3.26|4.38|2.10|3.56|4.27|3.41|3.78|2.82|4.15|3.29|5.25|5.21|4.97|4.76|7.40,-0.93|0.08|0.32|-0.81|-0.56|-0.25|-0.95|-0.5|-1.14|-0.68|-0.89|-1.01|-2.0|-0.75|-1.69|-0.3|0.97|-1.72,0.333|0.253|0.357|0.345|0.301|0.41|0.349|0.291|0.287|0.239|0.25|0.234|0.237|0.181|0.181|0.231|0.26|0.346,0.095|0.167|0.107|0.14|0.135|0.131|0.125|0.125|0.091|0.115|0.15|0.172|0.08|0.126|0.123|0.115|0.133|0.077
1120,,,,,,,,,
1121,,,,,,,,,
1122,,,,,,,,,
1123,,0.1,0.00,1.0,0,0.44,-0.44,0.333,0.0
1124,,,,,,,,,
1125,,-0.2|-0.1|-0.5,3.48|6.11|14.29,10.1|17.2|5.2,2|2|1,5.52|6.33|8.57,-2.04|-0.22|5.72,0.0|0.024|0.086,0.146|0.188|0.171
1126,,,,,,,,,
1127,,-0.0,9.00,1.0,0,0.60,8.4,0.2,0.0
1128,,2.6|1.5|1.6|0.5|1.4|0.2|-0.1|-0.1,3.81|2.64|3.68|4.38|3.24|3.88|5.13|3.54,174.2|119.1|208.0|141.2|75.0|69.2|26.1|48.1,24|16|32|18|13|11|6|7,3.45|3.34|3.75|3.94|3.82|4.84|4.36|3.81,0.36|-0.7|-0.07|0.44|-0.58|-0.96|0.77|-0.27,0.206|0.168|0.142|0.137|0.149|0.113|0.116|0.17,0.094|0.068|0.066|0.085|0.073|0.073|0.058|0.08
1129,,0.0|-0.6,0.00|7.90,0.1|27.1,0|0,3.10|7.53,-3.1|0.37,0.0|0.1,0.0|0.123
1130,,0.5|0.1,2.92|0.00,12.1|1.0,1|0,4.32|2.91,-1.4|-2.91,0.019|0.0,0.115|0.0
1131,,,,,,,,,
1132,,,,,,,,,
1133,,,,,,,,,
1134,,-0.2|0.3|0.9|0.6|-0.4,4.79|3.46|3.70|3.18|9.95,71.1|13.0|97.1|34.0|12.2,0|2|4|0|0,5.15|4.78|4.07|4.63|7.36,-0.36|-1.32|-0.37|-1.45|2.59,0.142|0.246|0.162|0.141|0.057,0.082|0.053|0.112|0.129|0.157
1135,,,,,,,,,
1136,,0.0|-0.5,4.50|9.00,2.0|17.0,0|3,7.64|10.49,-3.14|-1.49,0.0|0.157,0.273|0.084
1137,,,,,,,,,
1138,,0.3|-1.2|-0.6,3.18|5.50|14.29,22.2|91.2|11.1,0|0|1,4.74|4.66|8.08,-1.56|0.84|6.21,0.082|0.141|0.068,0.092|0.108|0.051
1139,,-0.2|0.8|0.3|0.9|2.1|-0.2|2.4|-0.2|2.3|1.1|1.1|2.8|1.8|1.8,10.80|5.31|5.49|5.68|3.72|4.86|2.85|5.00|1.34|2.95|3.68|2.01|1.49|2.34,5.0|84.2|105.0|103.0|87.0|79.2|82.0|45.0|60.1|61.0|71.0|67.0|54.1|65.1,1|13|17|15|9|0|0|0|0|0|0|0|0|0,11.05|4.72|5.76|4.74|3.95|3.37|3.17|5.29|2.43|2.96|4.26|2.87|2.32|3.75,-0.25|0.59|-0.27|0.94|-0.23|1.49|-0.32|-0.29|-1.09|-0.01|-0.58|-0.86|-0.83|-1.41,0.154|0.146|0.188|0.208|0.211|0.245|0.258|0.206|0.346|0.261|0.292|0.275|0.312|0.248,0.115|0.143|0.11|0.068|0.103|0.11|0.083|0.167|0.051|0.071|0.076|0.083|0.068|0.091
1140,,-0.5,12.10,9.2,2,4.46,7.64,0.075,0.094
1141,,,,,,,,,
1142,,2.3|5.1|0.3|-0.1|1.8|0.7|1.9|1.9|-0.5|-0.1,4.07|3.85|4.70|4.97|4.22|4.50|4.13|4.82|8.46|5.14,196.2|217.2|130.1|105.0|132.1|68.0|174.1|183.0|22.1|14.0,31|32|25|18|20|11|28|30|2|3,4.14|4.20|4.77|4.53|3.62|4.00|4.63|5.60|7.62|5.29,-0.07|-0.35|-0.07|0.44|0.6|0.5|-0.5|-0.78|0.84|-0.15,0.165|0.197|0.137|0.143|0.147|0.176|0.129|0.113|0.096|0.119,0.099|0.092|0.087|0.076|0.078|0.059|0.066|0.074|0.105|0.09
1143,,,,,,,,,
1144,,-3.2,6.06,144.0,17,3.97,2.09,0.006,0.015
1145,,0.7|1.4|0.2|0.1|0.2|1.6|0.8|-0.9|0.1|-0.2,0.00|2.37|0.79|0.00|4.48|3.78|5.04|8.17|0.00|2.79,11.0|125.1|11.1|1.1|183.0|188.0|157.0|25.1|2.0|9.2,1|11|2|0|27|24|22|3|0|0,2.19|3.21|3.20|3.07|3.95|4.12|4.49|4.57|4.92|7.16,-2.19|-0.84|-2.41|-3.07|0.53|-0.34|0.55|3.6|-4.92|-4.37,0.143|0.111|0.0|0.25|0.1|0.076|0.067|0.056|0.125|0.064,0.057|0.107|0.07|0.25|0.084|0.071|0.084|0.08|0.25|0.213
1146,,0.2|-2.3|2.7|1.0|1.1|5.2|5.6|3.4|0.6|-0.3|-0.5|5.0|1.0|1.7,4.88|7.70|3.30|4.56|4.42|2.97|2.90|2.02|3.65|4.40|5.68|2.12|3.57|2.39,155.0|78.1|95.1|150.0|79.1|157.2|226.2|191.2|140.2|133.0|44.1|135.2|63.0|37.2,21|9|10|16|0|14|30|27|15|14|0|11|0|0,4.70|4.98|4.85|4.21|3.76|4.06|3.08|3.24|3.62|4.47|5.52|3.73|4.68|3.03,0.18|2.72|-1.55|0.35|0.66|-1.09|-0.18|-1.22|0.03|-0.07|0.16|-1.61|-1.11|-0.64,0.085|0.108|0.081|0.097|0.139|0.095|0.115|0.094|0.099|0.056|0.086|0.075|0.097|0.127,0.129|0.121|0.095|0.084|0.1|0.098|0.088|0.078|0.096|0.103|0.171|0.093|0.112|0.108
1147,,,,,,,,,
1148,,0.4|1.3|3.9|2.1|0.2|1.6|6.6|2.2|-0.9|0.6|1.7|0.2|1.3|-0.5|-1.5,4.99|4.15|3.09|3.85|4.48|3.95|2.73|4.14|7.80|5.12|3.35|4.31|3.71|6.52|6.88,128.0|128.0|183.1|231.2|60.1|173.0|310.1|237.0|30.0|177.2|204.1|179.2|152.2|29.0|72.0,9|13|21|27|10|23|36|31|4|22|23|22|19|1|0,4.21|4.27|4.11|3.73|4.29|3.92|3.60|4.28|7.30|4.24|3.94|3.80|3.56|3.95|4.60,0.78|-0.12|-1.02|0.12|0.19|0.03|-0.87|-0.14|0.5|0.88|-0.59|0.51|0.15|2.57|2.28,0.075|0.074|0.063|0.103|0.093|0.088|0.071|0.062|0.109|0.059|0.04|0.047|0.051|0.035|0.063,0.102|0.115|0.091|0.081|0.1|0.073|0.056|0.06|0.095|0.056|0.06|0.036|0.056|0.049|0.072
1149,,,,,,,,,
1150,,-1.4|0.8|4.0|0.3|2.1|0.6|0.2|1.4|0.5|0.4|2.0|0.5|1.0|2.3|2.3|0.1,4.74|2.01|3.10|3.49|2.96|3.32|2.82|2.87|2.72|1.88|2.63|3.03|2.88|3.66|2.77|4.05,38.0|44.2|302.0|144.1|271.0|176.1|60.2|238.2|215.0|24.0|209.0|193.1|72.0|219.0|162.2|146.2,2|6|39|22|35|21|6|29|25|3|28|25|9|26|19|16,3.77|3.26|3.22|3.41|2.86|2.99|2.24|2.48|2.58|1.86|3.10|3.28|3.87|3.84|3.20|3.60,0.97|-1.25|-0.12|0.08|0.1|0.33|0.58|0.39|0.14|0.02|-0.47|-0.25|-0.99|-0.18|-0.43|0.45,0.083|0.148|0.124|0.11|0.109|0.111|0.105|0.12|0.081|0.1|0.062|0.063|0.037|0.063|0.063|0.056,0.128|0.122|0.091|0.097|0.085|0.089|0.036|0.06|0.047|0.033|0.061|0.038|0.057|0.061|0.036|0.052
1151,,,,0.0,0,,,0.0,1.0
1152,,-0.3|-0.5,5.86|31.50,27.2|2.0,0|0,6.81|16.02,-0.95|15.48,0.143|0.0,0.183|0.0
1153,,0.9|3.4|1.5|4.0|5.2|2.7|1.0|2.1|-0.0,2.26|2.90|2.74|2.26|2.11|2.03|2.47|2.63|0.00,55.2|238.2|151.0|283.1|238.1|142.0|94.2|154.0|2.0,6|31|17|35|28|16|13|17|0,2.57|3.29|2.81|2.34|2.53|2.25|2.66|2.51|2.49,-0.31|-0.39|-0.07|-0.08|-0.42|-0.22|-0.19|0.12|-2.49,0.126|0.1|0.125|0.128|0.088|0.106|0.067|0.047|0.0,0.059|0.072|0.094|0.06|0.046|0.059|0.062|0.044|0.0
1154,,,,,,,,,
1155,,,,,,,,,
1156,,,,,,,,,
1157,,,,,,,,,
1158,,2.6|2.8|-2.0|-0.6|0.3|-1.3|0.6|-0.9|0.2|0.6|-0.2|1.7|-0.9|0.0,3.47|3.81|7.19|10.26|4.71|6.45|4.12|6.85|4.63|4.93|6.63|4.31|5.67|4.05,142.2|141.2|137.2|16.2|28.2|83.2|43.2|43.1|23.1|115.0|54.1|188.0|85.2|6.2,24|24|27|5|6|15|7|10|4|20|11|32|16|2,4.08|4.61|5.93|6.47|5.55|6.20|4.06|6.55|4.46|5.25|4.61|4.09|4.50|3.63,-0.61|-0.8|1.26|3.79|-0.84|0.25|0.06|0.3|0.17|-0.32|2.02|0.22|1.17|0.42,0.211|0.209|0.165|0.204|0.171|0.131|0.168|0.127|0.186|0.19|0.175|0.218|0.172|0.036,0.133|0.132|0.159|0.194|0.138|0.144|0.109|0.182|0.098|0.122|0.103|0.096|0.074|0.071
1159,,-0.4|0.5|-0.3|-1.2|0.1|-0.1|2.5|1.6|-1.1|1.2|2.0|0.9|1.9|1.5|2.5|-1.0|-0.5,8.31|2.93|5.79|8.69|4.31|6.75|3.14|3.48|5.59|2.70|3.94|3.96|3.48|3.41|2.24|5.13|5.64,13.0|30.2|9.1|19.2|71.0|6.2|157.2|168.1|95.0|73.1|112.0|100.0|106.0|100.1|64.1|33.1|44.2,3|5|0|3|11|1|19|27|13|4|6|1|0|0|0|0|2,5.12|3.22|5.86|5.96|4.67|4.37|4.15|3.94|4.15|3.40|3.33|3.56|3.74|4.23|3.29|5.90|3.90,3.19|-0.29|-0.07|2.73|-0.36|2.38|-1.01|-0.46|1.44|-0.7|0.61|0.4|-0.26|-0.82|-1.05|-0.77|1.74,0.123|0.198|0.152|0.206|0.094|0.235|0.198|0.164|0.193|0.229|0.233|0.231|0.206|0.177|0.208|0.128|0.133,0.169|0.095|0.217|0.165|0.114|0.265|0.109|0.11|0.113|0.14|0.099|0.143|0.104|0.134|0.078|0.108|0.103
1160,,-0.9|1.0|4.9|1.3|-0.5|0.6|0.1|-1.1,7.81|3.50|3.36|3.86|6.00|3.76|2.63|6.35,27.2|126.0|222.1|186.1|51.0|115.0|13.2|39.2,6|20|34|31|11|19|3|7,4.34|3.06|3.09|3.44|3.16|3.45|3.64|4.64,3.47|0.44|0.27|0.42|2.84|0.31|-1.01|1.71,0.144|0.195|0.167|0.185|0.211|0.167|0.172|0.163,0.174|0.142|0.102|0.125|0.167|0.109|0.172|0.12
1161,,,,,,,,,
1162,,0.4|-0.3|0.2,0.75|5.18|3.75,12.0|40.0|12.0,0|0|0,2.18|5.08|5.11,-1.43|0.1|-1.36,0.152|0.075|0.115,0.022|0.107|0.115
1163,,,,,,,,,
1164,,,,,,,,,
1165,,,,,,,,,
1166,,,,,,,,,
1167,,,,,,,,,
1168,,,,,,,,,
1169,,,,,,,,,
1170,,0.5|3.2|2.5|0.9,2.99|2.12|2.73|3.03,87.1|199.1|247.0|65.1,7|24|29|8,1.76|2.21|1.86|3.19,1.23|-0.09|0.87|-0.16,0.147|0.132|0.173|0.089,0.059|0.086|0.062|0.119
1171,,,,,,,,,
1172,,,,,,,,,
1173,,,,,,,,,
1174,,,,,,,,,
1175,,,,,,,,,
1176,,3.1|0.5|-0.8|0.1,3.43|4.98|5.70|3.64,123.1|170.0|101.0|29.2,19|28|12|0,4.10|5.14|4.92|3.57,-0.67|-0.16|0.78|0.07,0.125|0.109|0.135|0.149,0.062|0.068|0.071|0.058
1177,,,,,,,,,
1178,,,,,,,,,
1179,,,,,,,,,
1180,,-0.3|0.8,5.93|4.74,54.2|68.1,10|4,4.74|4.23,1.19|0.51,0.124|0.129,0.04|0.052
1181,,,,,,,,,
1182,,-0.1,13.50,2.0,0,3.55,9.95,0.091,0.091
